id_leitura,id_sensor,data_hora,valor
1505,4,2025-08-24 13:34:03,4.89
1506,4,2025-08-18 06:38:03,11.87
1507,4,2025-08-25 02:54:03,7.27
1508,4,2025-08-11 06:15:03,9.55
1509,4,2025-08-24 14:37:03,7.66
1510,4,2025-08-17 18:22:03,6.4
1511,4,2025-08-08 19:54:03,11.08
1512,4,2025-08-22 01:12:03,11.52
1513,4,2025-08-12 01:20:03,8.85
1514,4,2025-09-06 03:02:03,4.82
1515,4,2025-08-22 19:20:03,8.91
1516,4,2025-08-14 04:38:03,10.78
1517,4,2025-08-13 19:24:03,7.04
1518,4,2025-08-09 06:57:03,10.37
1519,4,2025-08-20 14:27:03,9.97
1520,4,2025-08-29 01:09:03,11.16
1521,4,2025-08-13 20:42:03,10.24
1522,4,2025-08-28 21:30:03,8.05
1523,4,2025-08-27 23:06:03,12.39
1524,4,2025-09-04 13:14:03,9.68
1525,4,2025-08-07 18:51:03,9.95
1526,4,2025-08-11 03:39:03,8.13
1527,4,2025-08-08 09:52:03,9.11
1528,4,2025-08-19 04:39:03,8.23
1529,4,2025-08-17 08:40:03,9.65
1530,4,2025-08-14 08:25:03,13.42
1531,4,2025-09-01 12:33:03,7.26
1532,4,2025-09-04 06:10:03,6.77
1533,4,2025-08-31 13:35:03,12.94
1534,4,2025-08-26 19:25:03,9.58
1535,4,2025-08-12 14:33:03,8.66
1536,4,2025-08-20 15:48:03,12.08
1537,4,2025-08-18 08:40:03,8.79
1538,4,2025-08-21 06:03:03,13.65
1539,4,2025-08-13 02:12:03,11.36
1540,4,2025-08-09 17:16:03,9.02
1541,4,2025-08-18 09:33:03,14.31
1542,4,2025-08-26 15:40:03,8.79
1543,4,2025-09-05 15:01:03,11.48
1544,4,2025-09-04 21:23:03,10.6
1545,4,2025-08-28 08:24:03,12.6
1546,4,2025-08-10 09:43:03,13.12
1547,4,2025-08-12 14:12:03,10.06
1548,4,2025-08-30 07:03:03,8.49
1549,4,2025-09-03 16:54:03,10.92
1550,4,2025-08-31 22:37:03,8.64
1551,4,2025-08-08 07:04:03,14.03
1552,4,2025-09-05 07:22:03,10.27
1553,4,2025-08-31 00:02:03,9.27
1554,4,2025-09-02 17:13:03,10.37
1555,4,2025-08-18 13:22:03,7.31
1556,4,2025-08-14 01:56:03,8.06
1557,4,2025-08-20 19:15:03,12.4
1558,4,2025-08-27 01:57:03,8.69
1559,4,2025-08-07 14:49:03,7.91
1560,4,2025-09-04 12:39:03,11.07
1561,4,2025-08-23 14:29:03,12.37
1562,4,2025-08-18 11:52:03,11.44
1563,4,2025-09-02 12:26:03,11.99
1564,4,2025-08-26 12:07:03,8.49
1565,4,2025-08-16 01:42:03,7.16
1566,4,2025-08-11 10:37:03,13.0
1567,4,2025-08-31 08:54:03,9.35
1568,4,2025-08-23 22:59:03,9.5
1569,4,2025-08-10 15:02:03,12.66
1570,4,2025-08-31 11:42:03,11.11
1571,4,2025-09-01 07:23:03,10.91
1572,4,2025-08-30 15:15:03,14.33
1573,4,2025-08-30 15:34:03,8.71
1574,4,2025-09-01 18:23:03,11.86
1575,4,2025-08-08 11:19:03,10.11
1576,4,2025-08-25 07:35:03,10.54
1577,4,2025-08-28 22:37:03,13.06
1578,4,2025-08-09 12:40:03,11.02
1579,4,2025-09-05 11:26:03,11.08
1580,4,2025-08-25 03:41:03,12.15
1581,4,2025-08-24 12:51:03,9.27
1582,4,2025-08-19 02:10:03,8.32
1583,4,2025-08-08 06:51:03,7.91
1584,4,2025-08-23 19:09:03,6.07
1585,4,2025-08-10 14:54:03,14.11
1586,4,2025-08-23 05:43:03,7.79
1587,4,2025-08-18 12:29:03,9.56
1588,4,2025-09-06 10:50:03,9.45
1589,4,2025-09-05 03:20:03,10.61
1590,4,2025-08-12 06:20:03,11.63
1591,4,2025-09-03 00:42:03,11.72
1592,4,2025-08-22 16:18:03,8.83
1593,4,2025-08-13 14:50:03,9.67
1594,4,2025-08-09 13:32:03,10.57
1595,4,2025-08-23 13:55:03,9.5
1596,4,2025-09-01 09:30:03,13.21
1597,4,2025-08-22 22:54:03,10.98
1598,4,2025-09-05 19:13:03,11.47
1599,4,2025-08-15 12:21:03,11.33
1600,4,2025-08-28 16:36:03,12.35
1601,4,2025-08-29 07:48:03,10.36
1602,4,2025-09-05 07:08:03,7.41
1603,4,2025-08-15 20:12:03,10.8
1604,4,2025-08-13 16:24:03,8.7
1605,4,2025-08-10 10:02:03,8.94
1606,4,2025-08-28 09:01:03,11.17
1607,4,2025-08-09 05:30:03,12.48
1608,4,2025-08-20 21:38:03,10.04
1609,4,2025-08-16 17:18:03,10.62
1610,4,2025-08-09 12:57:03,13.4
1611,4,2025-08-16 14:59:03,10.48
1612,4,2025-08-09 10:53:03,15.2
1613,4,2025-08-21 21:49:03,11.13
1614,4,2025-08-21 15:48:03,6.48
1615,4,2025-08-31 00:03:03,11.51
1616,4,2025-08-25 16:05:03,10.76
1617,4,2025-09-01 06:15:03,12.58
1618,4,2025-08-29 02:11:03,11.35
1619,4,2025-08-19 01:48:03,9.72
1620,4,2025-08-09 05:06:03,7.55
1621,4,2025-09-05 23:42:03,9.58
1622,4,2025-08-16 05:51:03,8.3
1623,4,2025-08-20 13:37:03,8.84
1624,4,2025-08-23 19:01:03,11.18
1625,4,2025-08-09 17:19:03,13.34
1626,4,2025-09-06 09:21:03,10.79
1627,4,2025-08-22 15:40:03,7.61
1628,4,2025-08-19 23:32:03,10.89
1629,4,2025-08-13 05:04:03,12.39
1630,4,2025-08-24 07:05:03,8.78
1631,4,2025-08-27 10:23:03,9.73
1632,4,2025-08-25 18:02:03,10.03
1633,4,2025-08-27 13:25:03,8.43
1634,4,2025-08-25 03:26:03,11.3
1635,4,2025-08-22 23:26:03,9.76
1636,4,2025-08-16 01:10:03,10.84
1637,4,2025-08-30 03:06:03,8.23
1638,4,2025-08-30 04:32:03,9.13
1639,4,2025-08-24 06:21:03,11.44
1640,4,2025-08-31 04:18:03,9.25
1641,4,2025-08-19 16:26:03,13.45
1642,4,2025-08-11 07:21:03,9.2
1643,4,2025-08-26 20:47:03,10.45
1644,4,2025-08-11 03:19:03,11.87
1645,4,2025-08-27 03:27:03,7.16
1646,4,2025-09-03 23:09:03,6.48
1647,4,2025-08-15 18:13:03,6.95
1648,4,2025-09-01 08:55:03,12.53
1649,4,2025-08-20 21:59:03,8.9
1650,4,2025-08-22 03:57:03,15.12
1651,4,2025-08-12 05:10:03,8.87
1652,4,2025-08-11 04:34:03,10.37
1653,4,2025-08-22 11:17:03,13.08
1654,4,2025-08-21 00:02:03,14.01
1655,4,2025-08-21 11:53:03,14.12
1656,4,2025-08-27 20:10:03,12.42
1657,4,2025-09-03 23:20:03,12.05
1658,4,2025-08-26 22:32:03,11.19
1659,4,2025-08-15 03:08:03,11.56
1660,4,2025-08-27 17:58:03,8.9
1661,4,2025-08-23 13:05:03,8.36
1662,4,2025-08-27 21:30:03,9.99
1663,4,2025-08-09 11:22:03,9.66
1664,4,2025-08-23 14:12:03,9.09
1665,4,2025-09-04 12:41:03,11.39
1666,4,2025-08-27 08:11:03,11.91
1667,4,2025-08-20 01:00:03,10.18
1668,4,2025-09-05 15:35:03,12.96
1669,4,2025-08-10 03:46:03,7.72
1670,4,2025-08-10 23:04:03,9.61
1671,4,2025-09-05 13:27:03,8.57
1672,4,2025-08-26 00:48:03,6.27
1673,4,2025-08-24 01:56:03,9.83
1674,4,2025-08-30 21:32:03,9.76
1675,4,2025-08-14 19:51:03,13.03
1676,4,2025-08-08 23:07:03,11.26
1677,4,2025-08-14 01:04:03,7.95
1678,4,2025-09-04 04:44:03,13.71
1679,4,2025-08-27 11:43:03,12.44
1680,4,2025-08-09 03:07:03,11.16
1681,4,2025-08-13 06:59:03,9.55
1682,4,2025-08-10 14:33:03,8.08
1683,4,2025-08-18 06:53:03,9.26
1684,4,2025-09-05 21:48:03,12.18
1685,4,2025-08-24 05:14:03,13.77
1686,4,2025-08-24 00:40:03,13.09
1687,4,2025-08-24 23:17:03,9.02
1688,4,2025-09-02 08:41:03,7.76
1689,4,2025-08-09 00:29:03,10.28
1690,4,2025-09-04 02:02:03,6.46
1691,4,2025-08-14 12:42:03,10.65
1692,4,2025-08-28 00:33:03,9.7
1693,4,2025-08-24 10:18:03,9.07
1694,4,2025-08-24 11:27:03,6.81
1695,4,2025-08-27 18:01:03,11.03
1696,4,2025-08-11 01:05:03,8.93
1697,4,2025-09-02 15:59:03,7.66
1698,4,2025-08-13 19:30:03,4.26
1699,4,2025-08-31 15:25:03,9.94
1700,4,2025-08-24 05:55:03,13.54
1701,4,2025-08-25 15:52:03,13.32
1702,4,2025-08-21 20:30:03,9.09
1703,4,2025-09-06 02:36:03,8.8
1704,4,2025-08-20 05:31:03,10.94
1705,4,2025-08-18 21:45:03,8.0
1706,4,2025-08-12 17:01:03,10.6
1707,4,2025-08-08 17:25:03,11.53
1708,4,2025-08-16 00:19:03,12.45
1709,4,2025-08-30 06:12:03,9.8
1710,4,2025-08-31 02:37:03,9.59
1711,4,2025-08-25 03:48:03,8.24
1712,4,2025-09-02 02:36:03,8.35
1713,4,2025-08-12 21:44:03,9.55
1714,4,2025-08-19 11:02:03,10.73
1715,4,2025-08-19 09:25:03,11.83
1716,4,2025-08-27 20:33:03,8.39
1717,4,2025-08-17 07:29:03,12.99
1718,4,2025-09-04 09:26:03,9.46
1719,4,2025-08-20 13:02:03,9.96
1720,4,2025-08-29 21:38:03,8.51
1721,4,2025-08-16 15:45:03,5.15
1722,4,2025-08-13 03:04:03,11.77
1723,4,2025-08-13 17:22:03,11.47
1724,4,2025-08-10 22:00:03,9.44
1725,4,2025-08-28 02:52:03,10.13
1726,4,2025-08-15 09:42:03,11.03
1727,4,2025-08-27 19:17:03,6.87
1728,4,2025-08-11 13:00:03,8.94
1729,4,2025-08-22 02:11:03,11.59
1730,4,2025-08-23 08:35:03,7.49
1731,4,2025-08-10 12:02:03,10.59
1732,4,2025-09-01 13:51:03,7.29
1733,4,2025-09-01 05:18:03,10.93
1734,4,2025-08-20 18:16:03,9.93
1735,4,2025-08-21 04:44:03,6.77
1736,4,2025-08-14 17:09:03,12.33
1737,4,2025-09-05 13:39:03,8.53
1738,4,2025-08-15 11:16:03,8.38
1739,4,2025-08-23 23:57:03,10.4
1740,4,2025-08-30 16:48:03,12.3
1741,4,2025-08-17 18:02:03,7.97
1742,4,2025-08-13 01:40:03,10.12
1743,4,2025-08-16 16:38:03,10.86
1744,4,2025-08-13 20:48:03,11.39
1745,4,2025-08-18 07:41:03,10.35
1746,4,2025-08-30 00:43:03,9.27
1747,4,2025-08-08 17:49:03,8.34
1748,4,2025-08-23 23:18:03,10.17
1749,4,2025-09-01 18:15:03,7.86
1750,4,2025-09-02 14:11:03,4.16
1751,4,2025-08-24 08:03:03,10.87
1752,4,2025-08-28 19:38:03,11.81
1753,4,2025-09-01 15:39:03,5.27
1754,4,2025-08-13 10:51:03,7.98
1755,4,2025-09-04 09:31:03,11.24
1756,4,2025-08-11 11:17:03,14.11
1757,4,2025-08-10 12:55:03,10.04
1758,4,2025-08-21 14:56:03,8.54
1759,4,2025-08-25 16:00:03,9.63
1760,4,2025-08-29 07:56:03,12.75
1761,4,2025-08-31 11:18:03,8.71
1762,4,2025-08-26 05:48:03,8.4
1763,4,2025-08-26 04:19:03,9.03
1764,4,2025-09-02 17:03:03,8.09
1765,4,2025-08-10 21:40:03,10.25
1766,4,2025-08-13 06:00:03,13.25
1767,4,2025-08-21 23:23:03,10.65
1768,4,2025-09-05 18:43:03,9.5
1769,4,2025-08-10 22:07:03,9.42
1770,4,2025-08-28 00:36:03,6.87
1771,4,2025-08-28 17:55:03,11.77
1772,4,2025-08-31 02:12:03,9.84
1773,4,2025-08-23 05:25:03,9.64
1774,4,2025-08-13 09:17:03,16.39
1775,4,2025-09-01 15:17:03,10.6
1776,4,2025-09-05 15:56:03,8.5
1777,4,2025-09-03 07:08:03,9.15
1778,4,2025-08-15 19:52:03,12.3
1779,4,2025-08-13 10:03:03,10.23
1780,4,2025-08-27 05:39:03,7.12
1781,4,2025-08-30 10:22:03,11.84
1782,4,2025-08-10 01:38:03,8.66
1783,4,2025-08-13 04:44:03,13.75
1784,4,2025-08-31 03:01:03,12.16
1785,4,2025-08-14 12:15:03,9.11
1786,4,2025-08-21 09:18:03,12.56
1787,4,2025-08-15 00:57:03,10.14
1788,4,2025-08-14 22:01:03,11.71
1789,4,2025-08-22 05:32:03,10.97
1790,4,2025-08-17 19:23:03,8.31
1791,4,2025-08-23 07:03:03,8.71
1792,4,2025-08-31 03:53:03,12.06
1793,4,2025-08-20 11:22:03,9.33
1794,4,2025-08-11 03:15:03,9.19
1795,4,2025-08-18 22:50:03,8.09
1796,4,2025-08-16 11:31:03,10.85
1797,4,2025-09-05 10:46:03,14.13
1798,4,2025-09-01 14:46:03,7.86
1799,4,2025-08-20 00:53:03,10.05
1800,4,2025-08-13 05:50:03,12.82
1801,4,2025-09-04 23:48:03,9.84
1802,4,2025-08-21 07:52:03,10.9
1803,4,2025-09-04 12:14:03,7.88
1804,4,2025-08-31 19:49:03,10.86
1805,4,2025-08-11 19:09:03,9.63
1806,4,2025-08-30 10:03:03,11.97
1807,4,2025-09-05 17:14:03,12.37
1808,4,2025-08-15 05:18:03,15.18
1809,4,2025-09-03 11:31:03,11.16
1810,4,2025-09-02 23:20:03,10.65
1811,4,2025-08-14 13:32:03,10.39
1812,4,2025-08-15 08:06:03,9.29
1813,4,2025-09-06 12:37:03,10.68
1814,4,2025-09-04 23:12:03,9.41
1815,4,2025-09-04 02:05:03,10.34
1816,4,2025-08-22 21:53:03,12.64
1817,4,2025-09-02 04:44:03,7.99
1818,4,2025-08-09 10:06:03,12.28
1819,4,2025-08-08 20:06:03,12.63
1820,4,2025-08-11 05:50:03,9.76
1821,4,2025-08-09 14:46:03,5.76
1822,4,2025-09-05 17:45:03,8.78
1823,4,2025-09-02 19:06:03,12.59
1824,4,2025-08-19 14:11:03,9.95
1825,4,2025-09-06 04:19:03,8.0
1826,4,2025-08-17 03:22:03,8.99
1827,4,2025-09-02 14:02:03,11.68
1828,4,2025-08-26 12:08:03,11.09
1829,4,2025-09-04 16:15:03,9.52
1830,4,2025-09-05 15:03:03,9.27
1831,4,2025-08-08 22:11:03,9.22
1832,4,2025-08-30 05:06:03,8.16
1833,4,2025-09-05 02:08:03,13.23
1834,4,2025-09-01 09:01:03,9.36
1835,4,2025-08-20 17:30:03,12.43
1836,4,2025-09-05 18:15:03,13.04
1837,4,2025-08-21 07:05:03,12.0
1838,4,2025-08-29 12:37:03,9.14
1839,4,2025-08-18 16:35:03,10.81
1840,4,2025-08-26 00:40:03,9.95
1841,4,2025-08-21 01:59:03,8.19
1842,4,2025-08-28 04:30:03,10.65
1843,4,2025-08-10 20:49:03,7.64
1844,4,2025-08-10 06:33:03,12.38
1845,4,2025-08-14 17:46:03,9.07
1846,4,2025-08-27 13:16:03,10.4
1847,4,2025-08-26 11:05:03,10.57
1848,4,2025-08-29 14:02:03,9.48
1849,4,2025-08-28 16:24:03,11.17
1850,4,2025-08-16 19:57:03,9.05
1851,4,2025-08-23 00:41:03,11.74
1852,4,2025-09-04 03:45:03,7.31
1853,4,2025-08-14 02:02:03,10.25
1854,4,2025-08-21 18:32:03,13.88
1855,4,2025-08-22 01:53:03,8.0
1856,4,2025-08-23 06:21:03,8.64
1857,4,2025-08-25 16:37:03,11.03
1858,4,2025-08-13 11:56:03,10.36
1859,4,2025-08-24 09:50:03,10.7
1860,4,2025-08-30 23:36:03,10.98
1861,4,2025-09-02 02:35:03,11.27
1862,4,2025-08-12 09:05:03,12.22
1863,4,2025-08-22 01:40:03,10.82
1864,4,2025-08-18 13:09:03,9.52
1865,4,2025-08-28 18:37:03,11.35
1866,4,2025-08-13 02:56:03,13.8
1867,4,2025-08-19 17:16:03,9.73
1868,4,2025-08-28 00:11:03,8.05
1869,4,2025-08-18 19:54:03,12.21
1870,4,2025-08-13 22:59:03,9.76
1871,4,2025-08-11 22:51:03,5.65
1872,4,2025-08-09 20:23:03,11.69
1873,4,2025-08-20 18:06:03,8.93
1874,4,2025-08-25 00:42:03,9.82
1875,4,2025-09-04 13:16:03,10.66
1876,4,2025-08-26 13:49:03,10.38
1877,4,2025-08-18 20:17:03,11.42
1878,4,2025-08-14 19:33:03,9.13
1879,4,2025-08-22 10:45:03,11.03
1880,4,2025-09-02 20:06:03,9.48
1881,4,2025-08-21 18:41:03,11.48
1882,4,2025-08-16 04:27:03,11.23
1883,4,2025-08-14 19:09:03,8.13
1884,4,2025-08-30 05:21:03,12.17
1885,4,2025-08-30 23:20:03,8.93
1886,4,2025-08-28 19:00:03,11.62
1887,4,2025-08-30 05:53:03,10.73
1888,4,2025-08-21 14:07:03,13.68
1889,4,2025-08-30 04:22:03,9.55
1890,4,2025-08-08 14:25:03,9.3
1891,4,2025-08-11 15:28:03,9.96
1892,4,2025-08-25 10:38:03,9.39
1893,4,2025-08-30 13:11:03,11.6
1894,4,2025-08-28 08:32:03,6.77
1895,4,2025-08-18 12:03:03,7.89
1896,4,2025-08-17 08:06:03,7.86
1897,4,2025-09-03 02:17:03,11.9
1898,4,2025-08-23 14:34:03,13.42
1899,4,2025-08-09 18:15:03,9.79
1900,4,2025-08-09 20:19:03,9.66
1901,4,2025-08-20 08:25:03,10.14
1902,4,2025-08-30 01:40:03,12.32
1903,4,2025-09-03 17:45:03,8.15
1904,4,2025-09-06 07:44:03,10.48
1905,4,2025-08-28 23:07:03,11.95
1906,4,2025-08-20 13:13:03,11.0
1907,4,2025-08-31 23:19:03,10.38
1908,4,2025-08-07 22:02:03,12.0
1909,4,2025-08-12 10:31:03,4.59
1910,4,2025-08-27 03:48:03,11.36
1911,4,2025-08-13 15:24:03,8.69
1912,4,2025-08-19 13:59:03,6.34
1913,5,2025-08-25 21:34:03,55.11
1914,5,2025-08-24 04:49:03,63.74
1915,5,2025-08-09 14:32:03,48.63
1916,5,2025-08-25 18:39:03,59.53
1917,5,2025-08-09 20:59:03,66.12
1918,5,2025-09-02 12:00:03,63.15
1919,5,2025-09-02 02:46:03,66.4
1920,5,2025-08-16 09:43:03,57.42
1921,5,2025-08-24 01:05:03,50.75
1922,5,2025-09-01 17:23:03,33.98
1923,5,2025-08-20 16:20:03,47.54
1924,5,2025-08-10 21:25:03,41.57
1925,5,2025-08-25 03:06:03,71.71
1926,5,2025-08-30 11:53:03,48.24
1927,5,2025-08-28 01:01:03,51.23
1928,5,2025-09-01 13:42:03,55.51
1929,5,2025-08-20 06:38:03,50.44
1930,5,2025-09-04 21:51:03,66.95
1931,5,2025-09-04 08:32:03,43.77
1932,5,2025-08-12 22:53:03,51.95
1933,5,2025-08-13 09:39:03,42.58
1934,5,2025-08-11 22:43:03,36.8
1935,5,2025-08-25 11:21:03,43.88
1936,5,2025-08-24 12:44:03,49.63
1937,5,2025-08-22 23:29:03,45.71
1938,5,2025-09-01 22:25:03,43.08
1939,5,2025-08-24 04:27:03,35.94
1940,5,2025-08-14 02:41:03,49.17
1941,5,2025-08-16 14:32:03,34.95
1942,5,2025-09-03 23:10:03,57.6
1943,5,2025-08-30 17:12:03,50.82
1944,5,2025-08-25 19:32:03,35.42
1945,5,2025-08-30 07:20:03,46.91
1946,5,2025-08-09 09:05:03,42.48
1947,5,2025-08-09 14:36:03,53.19
1948,5,2025-08-09 07:37:03,63.4
1949,5,2025-08-13 18:47:03,31.25
1950,5,2025-08-22 16:53:03,51.15
1951,5,2025-08-29 02:34:03,48.4
1952,5,2025-08-31 04:21:03,56.71
1953,5,2025-08-28 08:16:03,52.13
1954,5,2025-08-14 07:47:03,42.48
1955,5,2025-09-04 03:18:03,46.81
1956,5,2025-08-31 00:11:03,42.04
1957,5,2025-08-13 21:47:03,60.76
1958,5,2025-08-22 11:20:03,50.21
1959,5,2025-09-04 10:45:03,69.01
1960,5,2025-08-22 01:02:03,49.39
1961,5,2025-08-14 22:36:03,42.92
1962,5,2025-08-25 10:19:03,34.86
1963,5,2025-09-04 14:29:03,31.97
1964,5,2025-08-21 03:57:03,34.16
1965,5,2025-09-03 13:37:03,52.67
1966,5,2025-08-22 20:31:03,55.09
1967,5,2025-08-30 15:14:03,34.19
1968,5,2025-08-30 17:51:03,58.95
1969,5,2025-08-31 18:34:03,45.17
1970,5,2025-08-29 20:09:03,51.47
1971,5,2025-09-02 03:58:03,66.12
1972,5,2025-08-21 04:34:03,58.97
1973,5,2025-08-29 03:49:03,47.31
1974,5,2025-08-08 07:17:03,41.09
1975,5,2025-08-24 07:27:03,28.48
1976,5,2025-08-22 14:55:03,42.81
1977,5,2025-08-12 12:50:03,47.89
1978,5,2025-08-26 12:05:03,40.13
1979,5,2025-09-03 02:40:03,48.69
1980,5,2025-08-21 13:10:03,50.77
1981,5,2025-09-05 04:26:03,47.75
1982,5,2025-08-08 18:13:03,43.5
1983,5,2025-09-03 17:06:03,51.69
1984,5,2025-08-29 03:29:03,54.42
1985,5,2025-08-19 15:08:03,39.1
1986,5,2025-09-06 09:11:03,64.11
1987,5,2025-09-02 20:57:03,49.01
1988,5,2025-09-02 20:02:03,50.19
1989,5,2025-08-17 21:39:03,57.08
1990,5,2025-08-09 21:12:03,52.33
1991,5,2025-09-03 02:28:03,59.53
1992,5,2025-08-29 09:53:03,52.87
1993,5,2025-08-15 07:21:03,43.88
1994,5,2025-08-31 09:43:03,53.62
1995,5,2025-09-05 04:10:03,38.56
1996,5,2025-09-04 18:02:03,51.09
1997,5,2025-08-24 20:23:03,49.67
1998,5,2025-08-14 06:31:03,47.92
1999,5,2025-08-18 13:39:03,48.71
2000,5,2025-08-08 23:36:03,31.18
2001,5,2025-09-02 14:30:03,44.51
2002,5,2025-08-12 13:09:03,50.93
2003,5,2025-08-16 05:30:03,51.6
2004,5,2025-08-08 09:48:03,39.72
2005,5,2025-08-27 14:50:03,62.66
2006,5,2025-08-21 19:45:03,41.34
2007,5,2025-08-26 14:32:03,59.69
2008,5,2025-08-14 10:31:03,54.27
2009,5,2025-08-26 08:10:03,43.54
2010,5,2025-08-16 19:49:03,67.75
2011,5,2025-08-26 05:21:03,38.06
2012,5,2025-08-30 09:14:03,59.19
2013,5,2025-09-04 09:00:03,60.01
2014,5,2025-08-29 00:14:03,43.29
2015,5,2025-08-10 09:08:03,63.92
2016,5,2025-08-13 19:56:03,47.5
2017,5,2025-08-31 03:39:03,52.89
2018,5,2025-08-16 23:35:03,52.6
2019,5,2025-09-02 01:45:03,48.66
2020,5,2025-08-22 08:09:03,58.11
2021,5,2025-08-29 07:37:03,57.93
2022,5,2025-08-31 11:04:03,32.51
2023,5,2025-08-24 16:42:03,63.04
2024,5,2025-08-21 19:49:03,33.38
2025,5,2025-08-15 10:16:03,60.33
2026,5,2025-08-28 11:11:03,61.27
2027,5,2025-08-31 19:26:03,39.09
2028,5,2025-08-23 03:01:03,45.89
2029,5,2025-09-01 09:47:03,38.94
2030,5,2025-08-23 16:05:03,47.85
2031,5,2025-09-05 19:46:03,46.92
2032,5,2025-08-19 13:52:03,57.8
2033,5,2025-09-04 07:28:03,63.1
2034,5,2025-08-29 13:58:03,63.96
2035,5,2025-08-16 07:07:03,44.38
2036,5,2025-08-18 18:22:03,47.91
2037,5,2025-08-20 05:51:03,33.17
2038,5,2025-09-01 22:41:03,41.94
2039,5,2025-08-21 03:09:03,59.65
2040,5,2025-08-17 18:43:03,66.16
2041,5,2025-08-21 02:11:03,37.66
2042,5,2025-08-20 16:47:03,44.08
2043,5,2025-08-16 23:31:03,49.74
2044,5,2025-08-29 19:14:03,52.8
2045,5,2025-08-21 23:24:03,41.9
2046,5,2025-08-29 09:11:03,54.24
2047,5,2025-08-23 10:06:03,45.26
2048,5,2025-09-02 01:19:03,49.86
2049,5,2025-08-19 23:48:03,55.46
2050,5,2025-08-20 15:27:03,50.06
2051,5,2025-08-13 02:14:03,45.64
2052,5,2025-09-02 15:30:03,48.9
2053,5,2025-09-01 06:25:03,49.12
2054,5,2025-08-24 19:50:03,46.3
2055,5,2025-08-25 12:03:03,47.41
2056,5,2025-08-23 06:05:03,65.99
2057,5,2025-08-14 05:06:03,55.61
2058,5,2025-08-20 18:22:03,47.05
2059,5,2025-08-09 11:03:03,56.97
2060,5,2025-08-20 15:17:03,46.66
2061,5,2025-08-11 03:26:03,61.73
2062,5,2025-08-23 07:26:03,53.7
2063,5,2025-08-27 16:18:03,48.93
2064,5,2025-09-06 09:36:03,54.48
2065,5,2025-08-19 05:13:03,34.29
2066,5,2025-08-29 08:23:03,38.73
2067,5,2025-08-17 06:50:03,38.06
2068,5,2025-08-16 17:49:03,51.43
2069,5,2025-09-01 01:23:03,67.33
2070,5,2025-08-19 21:15:03,72.31
2071,5,2025-09-02 02:59:03,56.38
2072,5,2025-08-19 21:47:03,55.01
2073,5,2025-08-13 19:03:03,31.99
2074,5,2025-08-12 12:25:03,44.57
2075,5,2025-09-04 13:36:03,42.12
2076,5,2025-09-03 06:05:03,43.79
2077,5,2025-08-18 10:28:03,48.32
2078,5,2025-08-18 13:56:03,45.28
2079,5,2025-08-09 20:33:03,30.21
2080,5,2025-08-31 17:09:03,57.48
2081,5,2025-08-17 19:36:03,39.27
2082,5,2025-09-05 13:55:03,52.39
2083,5,2025-08-18 03:26:03,70.74
2084,5,2025-08-09 22:27:03,40.81
2085,5,2025-08-12 02:33:03,24.7
2086,5,2025-08-26 08:33:03,47.14
2087,5,2025-08-22 13:53:03,61.01
2088,5,2025-08-29 01:06:03,69.58
2089,5,2025-08-12 02:56:03,37.7
2090,5,2025-08-13 19:16:03,54.97
2091,5,2025-08-07 18:46:03,45.35
2092,5,2025-09-01 14:14:03,48.94
2093,5,2025-08-14 17:37:03,76.44
2094,5,2025-08-26 01:34:03,34.97
2095,5,2025-09-06 06:14:03,52.54
2096,5,2025-08-29 04:42:03,54.68
2097,5,2025-08-29 06:37:03,60.86
2098,5,2025-09-06 03:40:03,50.98
2099,5,2025-08-16 14:58:03,53.08
2100,5,2025-08-20 14:51:03,46.08
2101,5,2025-08-22 03:55:03,52.69
2102,5,2025-08-20 12:51:03,46.57
2103,5,2025-09-05 22:36:03,56.22
2104,5,2025-08-10 05:44:03,46.3
2105,5,2025-08-11 14:49:03,53.77
2106,5,2025-09-06 05:36:03,49.71
2107,5,2025-09-02 16:13:03,61.26
2108,5,2025-08-18 02:45:03,49.49
2109,5,2025-08-31 21:38:03,32.27
2110,5,2025-08-09 05:51:03,62.62
2111,5,2025-08-15 12:20:03,40.94
2112,5,2025-08-26 13:33:03,43.46
2113,5,2025-08-15 13:07:03,44.04
2114,5,2025-08-09 04:48:03,63.74
2115,5,2025-08-25 14:44:03,28.64
2116,5,2025-08-30 02:12:03,81.38
2117,5,2025-08-16 00:37:03,60.56
2118,5,2025-08-20 17:17:03,52.23
2119,5,2025-08-09 06:02:03,49.45
2120,5,2025-08-07 23:14:03,52.86
2121,5,2025-08-21 03:02:03,55.21
2122,5,2025-09-02 09:28:03,56.45
2123,5,2025-09-03 23:30:03,55.56
2124,5,2025-08-12 10:19:03,50.9
2125,5,2025-08-22 19:04:03,48.03
2126,5,2025-08-20 11:56:03,48.49
2127,5,2025-08-28 05:23:03,48.05
2128,5,2025-09-05 17:36:03,61.34
2129,5,2025-09-01 06:32:03,55.94
2130,5,2025-08-31 09:48:03,20.6
2131,5,2025-08-30 00:36:03,56.56
2132,5,2025-08-13 15:41:03,51.95
2133,5,2025-08-30 11:51:03,49.81
2134,5,2025-08-28 20:19:03,46.11
2135,5,2025-08-19 23:07:03,61.24
2136,5,2025-08-16 07:43:03,59.48
2137,5,2025-08-12 16:09:03,42.27
2138,5,2025-08-22 14:18:03,54.07
2139,5,2025-08-14 22:36:03,40.28
